number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
8,1,1,2,1,20,0.6802604413818829,0.14402767462818067,0.3173572381337484,0.1179042359517789,1.0,0.0,1.0,0.0,1.0,0.0
8,2,2,10,10,5,0.8837531216847797,0.0800454358438849,0.4455920060475667,0.06710191264081217,1.8,0.4140393356054126,2.0,0.0,3.533333333333333,0.833809387832792
4,2,1,10,10,20,0.5179388610919184,0.00018847518186914964,0.7152365525563558,0.06581546166452569,2.0,0.0,1.0,0.0,2.0,0.0
8,1,2,5,10,15,0.8714956624875893,0.103635632887045,0.49751660029093425,0.05382480408051127,1.0,0.0,2.0,0.0,2.0,0.0
4,4,3,2,2,5,0.7653952193332952,0.12571248484317138,2.045476229985555,0.2965116597069168,2.066666666666667,0.8837151016885368,2.3333333333333335,0.723746864455746,4.4,2.9952343099378007
32,2,1,2,10,15,0.55569904872018,0.0997131722977163,0.43162875175476073,0.05910827521261814,1.8666666666666667,0.35186577527449836,1.0,0.0,1.8666666666666667,0.35186577527449836
8,1,2,10,5,20,0.7694288456812165,0.10268813600828679,0.6461642742156982,0.31387145392409666,1.0,0.0,1.0,0.0,1.0,0.0
4,4,3,10,10,10,0.7653952193332952,0.12571248484317138,2.0646321455637615,0.31101666923950283,2.066666666666667,0.8837151016885368,2.3333333333333335,0.723746864455746,4.4,2.9952343099378007
4,2,4,5,1,5,0.5179388610919184,0.00018847518186914964,5.9243857860565186,1.313126836107703,2.0,0.0,1.0,0.0,2.0,0.0
32,4,2,10,1,20,0.5358808135985149,0.06951432025763783,1.6364421844482422,0.268133434628408,1.9333333333333333,0.25819888974716115,1.0,0.0,1.9333333333333333,0.25819888974716115
8,4,2,5,10,20,0.8945292264919813,0.08254616458397532,1.039604377746582,0.4516846862566774,1.5333333333333334,0.7432233529572065,2.0,0.0,3.066666666666667,1.486446705914413
8,2,3,10,10,10,0.9053859656986932,0.07296679697773198,0.6288865566253662,0.059601703867212266,1.3333333333333333,0.48795003647426666,2.933333333333333,0.2581988897471611,3.6,1.1832159566199232
16,4,4,5,2,10,0.9053794222042921,0.04709170783188217,1.1652039210001628,0.392111848985284,1.6,0.6324555320336759,1.9333333333333333,0.25819888974716115,2.6666666666666665,1.1126972805283735
4,2,4,5,5,15,0.6781653896547869,0.14453883428963168,1.8386410395304362,0.32409788962605424,1.9333333333333333,0.25819888974716115,2.2,0.4140393356054125,4.066666666666666,0.7037315505489967
8,1,2,10,5,10,0.7694288456812165,0.10268813600828679,0.649804417292277,0.3155748721600125,1.0,0.0,1.0,0.0,1.0,0.0
4,4,2,5,10,20,0.7573437843758871,0.13766354147112053,1.7254472573598225,0.6907485615524736,1.6,0.6324555320336759,1.8666666666666667,0.35186577527449836,3.066666666666667,1.4375905768565216
4,3,4,5,2,15,0.5179388610919184,0.00018847518186914964,6.364075819651286,1.2451325708252585,2.0,0.0,1.0,0.0,2.0,0.0
8,2,1,5,5,10,0.5348254046275386,0.06542675456760663,0.4192659378051758,0.031129584111896324,1.9333333333333333,0.25819888974716115,1.0,0.0,1.9333333333333333,0.25819888974716115
4,2,3,2,2,15,0.769792756712363,0.09896093058458778,1.6546369393666585,0.33539605133989897,1.7333333333333334,0.45773770821706344,2.2666666666666666,0.7037315505489968,3.466666666666667,1.6417180315870612
8,2,2,5,2,20,0.5179388610919184,0.00018847518186914964,2.521263853708903,0.5077123118134583,2.0,0.0,1.0,0.0,2.0,0.0
32,4,2,10,5,20,0.9558572261045237,0.012061732204497421,0.33922316233317057,0.10722140040537394,1.9333333333333333,0.25819888974716115,2.0,0.0,3.6666666666666665,0.6172133998483676
4,2,1,10,2,10,0.5179388610919184,0.00018847518186914964,0.5402597586313883,0.03930352250014108,2.0,0.0,1.0,0.0,2.0,0.0
32,3,2,5,1,10,0.9264854891571205,0.020311066741068487,0.31899161338806153,0.08892369462567366,1.8666666666666667,0.3518657752744984,2.0,0.0,2.8666666666666667,0.3518657752744984
8,2,1,2,1,20,0.5321868822000979,0.05520785049948131,0.5029510021209717,0.11136966729354655,1.9333333333333333,0.25819888974716115,1.0,0.0,1.9333333333333333,0.25819888974716115
32,3,2,2,5,10,0.938272538087517,0.02041366636848809,1.0996294339497885,0.22909648456571838,1.6,0.5070925528371101,2.0,0.0,3.2,1.0141851056742202
16,4,2,2,5,15,0.8782409232200795,0.1070836260188467,0.8547200997670491,0.2449434697266283,1.6666666666666667,0.48795003647426666,1.9333333333333333,0.25819888974716115,3.2666666666666666,1.0997835284835873
8,1,1,10,5,10,0.6802604413818829,0.14402767462818067,0.3168193499247233,0.11729204339028593,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,10,15,0.7951721892213707,0.07428478195935198,0.40389612515767415,0.03307500425745812,1.0,0.0,1.0,0.0,1.0,0.0
4,2,3,1,5,20,0.662266501585123,0.10357683548737029,2.250884246826172,0.402936113321186,1.5333333333333334,0.5163977794943222,2.8666666666666667,0.35186577527449836,4.466666666666667,1.7265434778633235
4,2,1,5,2,5,0.5179388610919184,0.00018847518186914964,0.5487953503926595,0.03685354457989945,2.0,0.0,1.0,0.0,2.0,0.0
32,4,4,5,5,20,0.9777222353607348,0.00975363789455371,0.3522972583770752,0.0796139095806257,1.0,0.0,4.0,0.0,4.0,0.0
8,2,2,5,5,10,0.8837531216847797,0.0800454358438849,0.44105753898620603,0.06802750827458741,1.8,0.4140393356054126,2.0,0.0,3.533333333333333,0.833809387832792
4,2,1,1,5,20,0.5392229420066064,0.05627679371172301,1.011508544286092,0.07346210191002682,1.8666666666666667,0.3518657752744984,1.0,0.0,1.8666666666666667,0.3518657752744984
8,2,2,1,5,20,0.8515825209353179,0.12361542047420668,0.9719135602315266,0.20345055662633227,1.8,0.41403933560541256,2.0,0.0,3.533333333333333,0.833809387832792
4,3,4,1,5,20,0.8319236997638675,0.09750738436106351,2.510318072636922,0.3735410518621817,1.4666666666666666,0.7432233529572065,3.7333333333333334,0.45773770821706344,5.333333333333333,2.9680841985233184
32,4,4,2,5,5,0.9722134374521796,0.011728251558587314,0.7888750871022542,0.13756975012148712,1.0666666666666667,0.25819888974716115,4.0,0.0,4.133333333333334,0.5163977794943222
4,3,2,2,1,5,0.5179388610919184,0.00018847518186914964,2.130879592895508,0.4610775214047368,2.0,0.0,1.0,0.0,2.0,0.0
32,4,3,10,2,10,0.9269545598108878,0.020960507606537216,0.6637548605600992,0.25227176785076116,1.8,0.41403933560541256,2.0,0.0,2.8666666666666667,0.5163977794943223
4,2,2,1,5,5,0.6629118859226766,0.15301403026969415,1.609553321202596,0.2291687483599068,1.7333333333333334,0.45773770821706344,1.9333333333333333,0.25819888974716115,3.4,1.055597325823495
8,2,3,1,5,5,0.856435269125681,0.11288709321210477,1.0741263548533122,0.1861437329183558,1.1333333333333333,0.3518657752744984,3.0,0.0,3.4,1.0555973258234952
32,2,1,10,1,5,0.5358808135985149,0.06951432025763783,0.14392431577046713,0.022681309685479704,1.9333333333333333,0.25819888974716115,1.0,0.0,1.9333333333333333,0.25819888974716115
16,1,3,2,5,10,0.8938272177422472,0.08743610626791357,0.5636538187662761,0.08579270664723476,1.0,0.0,3.0,0.0,3.0,0.0
16,2,3,2,2,10,0.9520436569580788,0.013888019518202488,0.39821039835611977,0.07136752604419846,1.1333333333333333,0.35186577527449836,2.8,0.4140393356054125,3.2,1.2071217242444348
32,3,4,2,1,20,0.9580245138879229,0.011177423920731493,0.6746880213419596,0.26437460177594974,1.6,0.6324555320336759,2.466666666666667,0.7432233529572067,3.466666666666667,1.0600988273786194
16,2,4,2,2,15,0.9669962629948905,0.012287061990142508,0.47185762723286945,0.0730613522580691,1.2,0.41403933560541256,3.8,0.4140393356054125,4.266666666666667,1.1629191512658792
32,1,3,10,5,20,0.9352820065754391,0.030870407978021458,0.31480609575907387,0.12469425856947233,1.0,0.0,2.0,0.6546536707079771,2.0,0.6546536707079771
32,4,3,10,10,15,0.9570877121934155,0.007816987871500673,0.3801630973815918,0.10298862737416976,1.4666666666666666,0.6399404734221845,3.0,0.0,4.4,1.9198214202665531
8,1,1,10,2,15,0.6935146757183289,0.15900543942183032,0.1572684605916341,0.019598164643438765,1.0,0.0,1.0,0.0,1.0,0.0
