number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_train_time,holdout_pred_time,holdout_num_rules,holdout_larger_rule,holdout_sum_literals
32,4,4,5,5,20,0.9777222353607348,0.00975363789455371,0.3522972583770752,0.0796139095806257,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.20146679878234863,0.06202864646911621,1,4,4
32,3,4,1,1,5,0.9777222353607348,0.00975363789455371,0.361468776067098,0.07754634129938985,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.20618987083435059,0.06099748611450195,1,4,4
32,2,4,1,1,10,0.9777222353607348,0.00975363789455371,0.35781081517537433,0.06369213977932608,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.19933176040649414,0.06297087669372559,1,4,4
32,3,4,1,1,10,0.9777222353607348,0.00975363789455371,0.34691896438598635,0.06744852616118435,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.19661259651184082,0.06228446960449219,1,4,4
32,1,4,1,1,20,0.9777222353607348,0.00975363789455371,0.24686962763468426,0.05102568894371887,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.14641833305358887,0.06133413314819336,1,4,4
32,2,4,10,10,5,0.9777222353607348,0.00975363789455371,0.33979546229044594,0.0794567882922253,1.0,0.0,4.0,0.0,4.0,0.0,0.9692370795734209,0.202315092086792,0.06200003623962402,1,4,4
32,4,4,2,5,5,0.9722134374521796,0.011728251558587314,0.7888750871022542,0.13756975012148712,1.0666666666666667,0.25819888974716115,4.0,0.0,4.133333333333334,0.5163977794943222,0.9606234618539786,0.7144031524658203,0.06321191787719727,1,4,4
32,1,4,2,5,15,0.9719789021252961,0.011883133468756092,0.6562413692474365,0.09541216161322245,1.0,0.0,4.0,0.0,4.0,0.0,0.9606234618539786,0.6571359634399414,0.0625464916229248,1,4,4
16,1,4,1,1,15,0.9671133245640203,0.012655514276804282,0.28941774368286133,0.050509132136987746,1.0,0.0,3.7333333333333334,0.5936168397046636,3.7333333333333334,0.5936168397046636,0.9692370795734209,0.13532304763793945,0.06306862831115723,1,4,4
16,4,4,5,5,10,0.9669962629948905,0.012287061990142508,0.49950685501098635,0.13090920668511163,1.2,0.41403933560541256,3.8,0.4140393356054125,4.266666666666667,1.1629191512658792,0.9692370795734209,0.25612759590148926,0.06299734115600586,1,4,4
