number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_train_time,holdout_pred_time,holdout_num_rules,holdout_larger_rule,holdout_sum_literals
32,2,4,5,2,15,0.8235449735449735,0.0825782537743241,0.36424487431844077,0.1553436740303728,2.0,0.0,1.0,0.0,2.0,0.0,0.7627118644067796,0.11517739295959473,0.002407550811767578,2,1,2
16,1,4,5,2,20,0.8137566137566138,0.0578093566710172,0.21468375523885092,0.0694699228050565,1.0,0.0,1.0,0.0,1.0,0.0,0.8305084745762712,0.12553119659423828,0.0032024383544921875,1,1,1
32,2,4,2,1,15,0.8111111111111113,0.07384798397620193,0.2667168299357096,0.26553835406086684,2.0,0.0,1.0666666666666667,0.25819888974716115,2.066666666666667,0.2581988897471611,0.8305084745762712,0.1032712459564209,0.002274036407470703,2,1,2
32,1,3,10,5,20,0.8064373897707232,0.07573201715947575,0.14035223325093588,0.06916284562527807,1.0,0.0,1.1333333333333333,0.35186577527449836,1.1333333333333333,0.35186577527449836,0.847457627118644,0.04292726516723633,0.0032236576080322266,1,1,1
32,1,3,10,5,5,0.8063492063492065,0.09773768004730318,0.021475489934285483,0.0129567751852524,1.0,0.0,1.0,0.0,1.0,0.0,0.847457627118644,0.0086212158203125,0.002012014389038086,1,1,1
32,1,3,2,1,5,0.8063492063492065,0.09773768004730318,0.028493293126424155,0.029518230263512656,1.0,0.0,1.0,0.0,1.0,0.0,0.847457627118644,0.009576082229614258,0.0009968280792236328,1,1,1
32,1,3,2,2,10,0.806172839506173,0.06970511610823753,0.04222254753112793,0.021293532247408705,1.0,0.0,1.3333333333333333,0.48795003647426666,1.3333333333333333,0.48795003647426666,0.7966101694915254,0.025836706161499023,0.0010807514190673828,1,2,2
32,1,2,5,2,10,0.8017636684303352,0.07733428938906328,0.05657672882080078,0.03195635957959064,1.0,0.0,1.0,0.0,1.0,0.0,0.7288135593220338,0.017754316329956055,0.0025358200073242188,1,1,1
32,1,1,10,5,10,0.8015873015873017,0.0944858275961855,0.012048482894897461,0.0024115279173390044,1.0,0.0,1.0,0.0,1.0,0.0,0.7966101694915254,0.005549907684326172,0.002555370330810547,1,1,1
32,1,2,2,2,10,0.8012345679012347,0.09616848741457883,0.03843661944071452,0.018453152913162928,1.0,0.0,1.4,0.5070925528371101,1.4,0.5070925528371101,0.847457627118644,0.03501629829406738,0.001992940902709961,1,1,1
