number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,3,3,2,1,20,0.5980124264565329,0.09658510761349087,5.40131246248881,1.345927416509583,3.0,0.0,1.0,0.0,3.0,0.0
32,1,4,5,1,15,0.8883821029760536,0.019738685612502693,0.4436270395914714,0.2739289672392005,1.0,0.0,1.0666666666666667,0.25819888974716115,1.0666666666666667,0.25819888974716115
16,2,3,10,2,15,0.8659754778683048,0.1447251863099424,1.4297613938649496,1.18842557934474,2.0,0.0,1.0,0.0,2.0,0.0
16,4,4,5,5,10,0.9285402494462504,0.052936467178748545,1.303717835744222,0.22373191979823243,4.0,0.0,3.066666666666667,0.7037315505489967,8.933333333333334,1.9808608037440503
32,2,1,5,1,10,0.9339906196173963,0.01298620557013071,0.09073961575826009,0.009005850885464135,2.0,0.0,1.0,0.0,2.0,0.0
16,2,1,10,5,20,0.9261356955863359,0.023536127669339785,0.1665467103322347,0.03587618197271991,2.0,0.0,1.0,0.0,2.0,0.0
8,3,3,5,2,20,0.6807740284070096,0.1697024319041335,5.027779531478882,2.0546791842660084,3.0,0.0,1.0,0.0,3.0,0.0
16,4,2,5,10,15,0.9143472555193344,0.07289520077674409,0.924933656056722,0.1769743174381609,4.0,0.0,2.0,0.0,8.0,0.0
32,1,4,1,1,20,0.9777222353607348,0.00975363789455371,0.2595847129821777,0.05278623990239842,1.0,0.0,4.0,0.0,4.0,0.0
4,2,2,2,2,15,0.5589703837321517,0.1174534977398966,2.1598055839538572,0.5372197036203524,2.0,0.0,1.0,0.0,2.0,0.0
8,3,3,5,10,20,0.8511654890952923,0.10239364408413036,1.2957608699798584,0.20922655662988876,3.0,0.0,3.0,0.0,9.0,0.0
4,2,1,10,10,5,0.6281565018375884,0.18109226374077372,0.7311762809753418,0.17546522262082884,2.0,0.0,1.0,0.0,2.0,0.0
32,1,2,5,10,5,0.9341639964572388,0.03843524327266786,0.41368301709493,0.05651996696685169,1.0,0.0,2.0,0.0,2.0,0.0
4,1,4,2,1,10,0.563220099966046,0.1281463534984913,2.6359574158986407,0.7682828575988983,1.0,0.0,1.0,0.0,1.0,0.0
4,2,2,5,5,15,0.5589703837321517,0.1174534977398966,2.2181528409322104,0.4470333468541341,2.0,0.0,1.0,0.0,2.0,0.0
4,3,4,1,10,20,0.6416304842340428,0.11170391800911315,1.6718843460083008,0.6414784679211352,3.0,0.0,4.0,0.0,11.933333333333334,0.2581988897471611
8,3,3,5,10,10,0.8511654890952923,0.10239364408413036,1.3436579386393228,0.1502972013860399,3.0,0.0,3.0,0.0,9.0,0.0
4,4,3,1,5,5,0.6709374045203697,0.10953082314419144,1.7062305132548015,0.6371910815944506,4.0,0.0,3.0,0.0,11.933333333333334,0.2581988897471611
16,2,3,5,5,20,0.9461242676567437,0.028029219207904032,0.4678477764129639,0.09115054390508931,2.0,0.0,2.933333333333333,0.2581988897471611,5.4,0.6324555320336759
4,1,3,1,10,15,0.6776297505382927,0.1200559913163436,1.5196365674336751,0.098792647880349,1.0,0.0,3.0,0.0,3.0,0.0
32,1,1,10,5,10,0.8842777347555902,0.009276794078857382,0.19644934336344402,0.02857329452899116,1.0,0.0,1.0,0.0,1.0,0.0
