number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
8,1,1,2,1,20,0.6793650793650793,0.13036872612366354,0.003717215855916341,0.001607248413825356,1.0,0.0,1.0,0.0,1.0,0.0
8,2,2,10,10,5,0.7206349206349205,0.1482722728045472,0.004140154520670573,0.00221768931878049,1.9333333333333333,0.25819888974716115,2.0,0.0,3.466666666666667,0.6399404734221845
4,2,1,10,10,20,0.546031746031746,0.13086474082382354,0.009514522552490235,0.001917375435930785,2.0,0.0,1.0,0.0,2.0,0.0
8,1,2,5,10,15,0.7269841269841268,0.13404410486647556,0.00615239143371582,0.0019059462798987647,1.0,0.0,1.9333333333333333,0.25819888974716115,1.9333333333333333,0.25819888974716115
4,4,3,2,2,5,0.4634920634920634,0.1730709933208882,0.019423611958821616,0.009634482434858978,4.0,0.0,1.6,0.5070925528371101,4.6,0.5070925528371099
32,2,1,2,10,15,0.6285714285714284,0.0972575020444164,0.579830280939738,0.3380781178120796,2.0,0.0,1.0,0.0,2.0,0.0
8,1,2,10,5,20,0.6603174603174603,0.12581662844429306,0.01252589225769043,0.011330518710297674,1.0,0.0,1.0,0.0,1.0,0.0
4,4,3,10,10,10,0.46031746031746024,0.11191802883676251,0.032782554626464844,0.010257825605163634,4.0,0.0,1.6,0.5070925528371101,4.8,0.7745966692414835
4,2,4,5,1,5,0.5396825396825397,0.12295185226055291,0.013916508356730143,0.0029165047518561753,2.0,0.0,1.0,0.0,2.0,0.0
32,4,2,10,1,20,0.6666666666666666,0.10494726952749327,0.17391807238260906,0.11964198734644017,4.0,0.0,1.0,0.0,4.0,0.0
8,4,2,5,10,20,0.6793650793650794,0.16443271217745936,0.04496989250183105,0.018176072827968796,4.0,0.0,2.0,0.0,7.8,0.4140393356054125
8,2,3,10,10,10,0.6539682539682539,0.17493269256481914,0.014002291361490886,0.00395673758708732,2.0,0.0,1.8666666666666667,0.35186577527449836,3.533333333333333,0.7432233529572065
16,4,4,5,2,10,0.6222222222222222,0.13404410486647558,0.12606717745463053,0.10942208350752407,4.0,0.0,1.2,0.41403933560541256,4.2,0.4140393356054125
4,2,4,5,5,15,0.6571428571428571,0.11124061128456367,0.03439760208129883,0.014565244332483601,2.0,0.0,1.8,0.41403933560541256,2.8666666666666667,0.5163977794943223
8,1,2,10,5,10,0.6888888888888888,0.1283655023438459,0.005636819203694661,0.0017861604545902452,1.0,0.0,1.0,0.0,1.0,0.0
4,4,2,5,10,20,0.5523809523809523,0.1356456444148519,0.04890837669372559,0.015757795795504046,4.0,0.0,2.0,0.0,7.2,0.7745966692414833
4,3,4,5,2,15,0.4634920634920635,0.1563540982463868,0.07885136604309081,0.019943999157361607,3.0,0.0,1.0,0.0,3.0,0.0
8,2,1,5,5,10,0.6222222222222221,0.1563540982463868,0.005209445953369141,0.001989930542737719,2.0,0.0,1.0,0.0,2.0,0.0
4,2,3,2,2,15,0.5111111111111111,0.13643936473156607,0.037581618626912436,0.021465658616404617,2.0,0.0,1.1333333333333333,0.3518657752744984,2.1333333333333333,0.3518657752744984
8,2,2,5,2,20,0.5968253968253968,0.13086474082382354,0.029690345128377277,0.011854422956912582,2.0,0.0,1.0,0.0,2.0,0.0
32,4,2,10,5,20,0.8793650793650793,0.11220709869966455,0.14532519976298014,0.0622448080819078,4.0,0.0,2.0,0.0,5.4,0.6324555320336758
4,2,1,10,2,10,0.5841269841269842,0.13995541270955267,0.002992057800292969,0.0019556639993381112,2.0,0.0,1.0,0.0,2.0,0.0
32,3,2,5,1,10,0.6984126984126983,0.09636521252097857,0.06757432619730631,0.0524177063241803,3.0,0.0,1.0,0.0,3.0,0.0
8,2,1,2,1,20,0.5873015873015873,0.18501233699894107,0.007468573252360026,0.0032116743373203143,2.0,0.0,1.0,0.0,2.0,0.0
32,3,2,2,5,10,0.8634920634920635,0.10778968271707805,0.03534401257832845,0.01876896107899303,2.8666666666666667,0.35186577527449836,2.0,0.0,5.733333333333333,0.7037315505489967
16,4,2,2,5,15,0.7873015873015874,0.09501106727457558,0.05097041130065918,0.02916120927844048,3.7333333333333334,0.5936168397046636,2.0,0.0,7.2,1.1464230084422218
8,1,1,10,5,10,0.6920634920634919,0.12709745509859194,0.002048953374226888,0.001599487417504021,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,10,15,0.6031746031746031,0.1147759703840704,0.006706809997558594,0.0018181465171981722,1.0,0.0,1.0,0.0,1.0,0.0
4,2,3,1,5,20,0.7142857142857141,0.09523809523809523,0.027866109212239584,0.005274642253685182,2.0,0.0,3.0,0.0,5.533333333333333,0.5163977794943223
4,2,1,5,2,5,0.546031746031746,0.16871114033048362,0.002742163340250651,0.0010095353769909827,2.0,0.0,1.0,0.0,2.0,0.0
32,4,4,5,5,20,0.8888888888888891,0.07565001051071325,0.2532706101735433,0.33078453517689926,3.8666666666666667,0.3518657752744984,2.3333333333333335,0.4879500364742666,6.466666666666667,1.0600988273786194
8,2,2,5,5,10,0.7777777777777776,0.12426221096435608,0.007838916778564454,0.0025967245688621526,2.0,0.0,2.0,0.0,3.6666666666666665,0.4879500364742666
4,2,1,1,5,20,0.5714285714285714,0.1527207096642425,0.02001363436381022,0.003343661569539163,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,1,5,20,0.7365079365079367,0.13809132843007318,0.02182040214538574,0.014622552567268278,2.0,0.0,2.0,0.0,3.933333333333333,0.2581988897471611
4,3,4,1,5,20,0.6698412698412697,0.14562696537368255,0.0660570462544759,0.03802418497991512,2.933333333333333,0.2581988897471611,3.2,0.6761234037828132,7.266666666666667,1.0997835284835875
32,4,4,2,5,5,0.8920634920634921,0.08718813489848828,0.10565784772237143,0.10861325842741203,3.4,0.5070925528371101,3.066666666666667,0.5936168397046636,8.133333333333333,1.5976172734359606
4,3,2,2,1,5,0.48253968253968255,0.15468775478143668,0.009499120712280273,0.002775389287333021,3.0,0.0,1.0,0.0,3.0,0.0
32,4,3,10,2,10,0.6825396825396824,0.11756445711397476,0.1925934632619222,0.1378863530564129,4.0,0.0,1.0,0.0,4.0,0.0
4,2,2,1,5,5,0.7682539682539683,0.13572522532191178,0.006176884969075521,0.0018144745909030814,2.0,0.0,2.0,0.0,3.933333333333333,0.2581988897471611
8,2,3,1,5,5,0.7873015873015874,0.13572522532191178,0.007230901718139648,0.0020396373634857805,2.0,0.0,3.0,0.0,5.266666666666667,0.45773770821706344
32,2,1,10,1,5,0.6920634920634919,0.07817704912319337,0.002997795740763346,0.0012103280553171858,2.0,0.0,1.0,0.0,2.0,0.0
16,1,3,2,5,10,0.8634920634920636,0.09501106727457558,0.005956427256266276,0.0019015523283311513,1.0,0.0,2.533333333333333,0.5163977794943223,2.533333333333333,0.5163977794943223
16,2,3,2,2,10,0.8507936507936509,0.12581662844429306,0.014694976806640624,0.009473009035914354,1.9333333333333333,0.25819888974716115,2.1333333333333333,0.35186577527449836,3.8,0.6761234037828132
32,3,4,2,1,20,0.8666666666666668,0.07244179326244427,0.2365189552307129,0.07971851492352132,3.0,0.0,2.0,0.0,4.2,0.4140393356054125
16,2,4,2,2,15,0.8190476190476192,0.13612243198128718,0.025115013122558594,0.010512820466438937,1.8666666666666667,0.35186577527449836,2.1333333333333333,0.5163977794943223,3.6,0.9856107606091624
32,1,3,10,5,20,0.9079365079365082,0.060946711754493746,0.013221963246663412,0.011592629819978164,1.0,0.0,2.0,0.0,2.0,0.0
32,4,3,10,10,15,0.8920634920634921,0.07303558838629193,0.09636259078979492,0.06598887696511756,3.466666666666667,0.7432233529572067,2.2,0.4140393356054125,6.133333333333334,1.4573295865416045
8,1,1,10,2,15,0.673015873015873,0.1392593052080601,0.002427371342976888,0.0013710725277421318,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,5,10,0.6730158730158728,0.11220709869966454,0.003194793065388997,0.0020406507759736857,1.0,0.0,1.0,0.0,1.0,0.0
4,3,4,5,10,5,0.6698412698412698,0.11589941612089533,0.015514850616455078,0.00975020563944283,2.8666666666666667,0.35186577527449836,3.2,0.6761234037828132,7.333333333333333,1.5430334996209194
16,1,1,2,5,20,0.6507936507936507,0.1147759703840704,0.008191363016764323,0.003914520797819905,1.0,0.0,1.0,0.0,1.0,0.0
16,2,1,2,10,15,0.6222222222222222,0.1478346753736969,0.04999219576517741,0.02014206512335336,2.0,0.0,1.0,0.0,2.0,0.0
4,3,2,5,10,15,0.6349206349206349,0.09636521252097859,0.027747249603271483,0.008232894715843016,3.0,0.0,2.0,0.0,5.733333333333333,0.45773770821706344
32,2,4,5,2,15,0.8222222222222224,0.11589941612089534,0.17691982587178548,0.09138520898070325,2.0,0.0,1.9333333333333333,0.25819888974716115,2.933333333333333,0.2581988897471611
8,3,4,5,5,20,0.6952380952380953,0.1761628954327309,0.058427317937215166,0.02164681650111226,3.0,0.0,2.1333333333333333,0.5163977794943222,5.666666666666667,0.8997354108424372
8,3,3,1,5,10,0.7587301587301588,0.11866150536742341,0.025138282775878908,0.018131828022300265,3.0,0.0,2.933333333333333,0.2581988897471611,7.533333333333333,0.9154754164341269
32,3,3,2,10,15,0.8952380952380954,0.07678340712665284,0.05968211491902669,0.03537743358084944,3.0,0.0,2.7333333333333334,0.4577377082170635,7.133333333333334,0.9154754164341268
16,1,4,5,2,20,0.7809523809523807,0.15144268962551702,0.030925671259562176,0.01787932943754159,1.0,0.0,1.3333333333333333,0.48795003647426666,1.3333333333333333,0.48795003647426666
8,1,4,10,10,20,0.6984126984126984,0.14361101164234927,0.016194788614908855,0.004054319400231427,1.0,0.0,1.9333333333333333,0.7037315505489967,1.9333333333333333,0.7037315505489967
16,2,1,5,2,5,0.6603174603174603,0.10778968271707802,0.003579378128051758,0.001278609142637892,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,10,1,10,0.6285714285714284,0.09386769148658686,0.01763617197672526,0.01678467692223288,2.0,0.0,1.0,0.0,2.0,0.0
4,2,2,10,2,20,0.5492063492063491,0.17062041809382236,0.021050548553466795,0.0030278636439217015,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,10,2,10,0.6285714285714284,0.09386769148658686,0.014576323827107747,0.010714766895322672,2.0,0.0,1.0,0.0,2.0,0.0
8,2,3,2,5,20,0.7555555555555556,0.20111985369733235,0.029752143224080405,0.013444878683491639,2.0,0.0,2.8,0.4140393356054125,5.333333333333333,0.816496580927726
4,1,2,5,2,15,0.5174603174603174,0.1771409065310886,0.011043961842854817,0.0019957474265273325,1.0,0.0,1.0,0.0,1.0,0.0
16,2,1,2,5,15,0.6539682539682539,0.12912035335940453,0.05252652168273926,0.023823878975673354,2.0,0.0,1.0,0.0,2.0,0.0
