number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_train_time,holdout_pred_time,holdout_num_rules,holdout_larger_rule,holdout_sum_literals
32,3,3,2,10,15,0.9101851851851852,0.12684557586915632,0.021103938420613606,0.020453907317322606,3.0,0.0,1.2,0.41403933560541256,3.2,0.4140393356054125,0.8888888888888888,0.005335569381713867,0.0010106563568115234,3,1,3
32,4,4,2,5,5,0.9092592592592593,0.08766309231519386,0.03900450070699056,0.04453495284202683,4.0,0.0,1.4666666666666666,0.5163977794943222,4.733333333333333,0.9611501047232549,0.8888888888888888,0.03629565238952637,0.0011036396026611328,4,1,4
32,4,3,10,2,10,0.9037037037037037,0.11494701383939372,0.01814893086751302,0.014457698861401694,4.0,0.0,1.0,0.0,4.0,0.0,0.7222222222222222,0.007012367248535156,0.0009958744049072266,4,1,4
32,2,4,1,1,10,0.9027777777777779,0.11513066727304767,0.009398667017618816,0.002743686625487801,2.0,0.0,1.0,0.0,2.0,0.0,0.8333333333333334,0.007795095443725586,0.0,2,1,2
32,4,3,1,5,20,0.9027777777777779,0.09375918532310047,0.025100135803222658,0.01736237115551084,3.933333333333333,0.2581988897471611,1.7333333333333334,0.45773770821706344,4.933333333333334,0.7037315505489967,0.8333333333333334,0.0388944149017334,0.001992940902709961,4,1,4
16,4,2,5,10,15,0.9018518518518519,0.1173199146567772,0.027077420552571615,0.023952105110312392,4.0,0.0,1.2666666666666666,0.4577377082170635,4.466666666666667,0.9154754164341269,0.8333333333333334,0.008591175079345703,0.0011088848114013672,4,2,5
32,3,4,10,2,5,0.9018518518518519,0.09643483115963739,0.02360564867655436,0.020449318935762264,3.0,0.0,1.0,0.0,3.0,0.0,0.9444444444444444,0.0330348014831543,0.001287698745727539,3,1,3
16,4,2,2,5,15,0.9018518518518519,0.1173199146567772,0.014887714385986328,0.004143249917197232,4.0,0.0,1.6,0.50709255283711,4.8,0.7745966692414833,0.9444444444444444,0.00911402702331543,0.0010018348693847656,4,1,4
32,4,3,10,10,15,0.8944444444444444,0.12162552758132492,0.01690187454223633,0.004422303254775194,4.0,0.0,1.3333333333333333,0.48795003647426666,4.333333333333333,0.4879500364742665,0.8333333333333334,0.0064258575439453125,0.0009970664978027344,4,1,4
32,2,1,2,10,15,0.8935185185185186,0.09011228217064073,0.0036311626434326174,0.0006716684584944933,2.0,0.0,1.0,0.0,2.0,0.0,0.8333333333333334,0.0026395320892333984,0.0011203289031982422,2,1,2
