number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_train_time,holdout_pred_time,holdout_num_rules,holdout_larger_rule,holdout_sum_literals
32,1,4,2,5,15,0.9301587301587303,0.05048089654183902,0.021112632751464844,0.024765644707352045,1.0,0.0,2.8666666666666667,0.7432233529572065,2.8666666666666667,0.7432233529572065,0.9111111111111111,0.01662731170654297,0.0010433197021484375,1,4,4
32,2,4,1,1,10,0.9142857142857144,0.09212602458356571,0.02655205726623535,0.01471799957609211,2.0,0.0,2.2666666666666666,0.4577377082170635,3.933333333333333,0.7037315505489967,0.8888888888888888,0.012956857681274414,0.0,2,2,4
32,1,3,10,5,20,0.9079365079365082,0.060946711754493746,0.013221963246663412,0.011592629819978164,1.0,0.0,2.0,0.0,2.0,0.0,0.7555555555555555,0.008701562881469727,0.0010020732879638672,1,2,2
32,2,2,10,10,10,0.9047619047619049,0.062347968638854966,0.009824132919311524,0.002940332159958971,1.8,0.41403933560541256,2.0,0.0,3.4,0.8280786712108251,0.9333333333333333,0.008988380432128906,0.0,2,2,4
32,1,4,1,1,20,0.9015873015873017,0.08902645655380367,0.01340486208597819,0.00619629988942074,1.0,0.0,2.1333333333333333,0.35186577527449836,2.1333333333333333,0.35186577527449836,0.9333333333333333,0.010306358337402344,0.0010099411010742188,1,2,2
32,1,3,2,2,10,0.8984126984126984,0.1062764160140859,0.006084934870402018,0.0035210518079658555,1.0,0.0,2.2,0.4140393356054125,2.2,0.4140393356054125,0.8444444444444444,0.001993417739868164,0.0,1,2,2
32,1,2,1,2,20,0.8984126984126984,0.08022212979633171,0.0066004594167073565,0.0023998719895306784,1.0,0.0,2.0,0.0,2.0,0.0,0.9555555555555556,0.004812717437744141,0.0010793209075927734,1,2,2
32,3,3,2,10,15,0.8952380952380954,0.07678340712665284,0.05968211491902669,0.03537743358084944,3.0,0.0,2.7333333333333334,0.4577377082170635,7.133333333333334,0.9154754164341268,0.8888888888888888,0.012714147567749023,0.0,3,2,6
16,1,2,2,2,10,0.8920634920634922,0.08531020904691117,0.003109010060628255,0.0014272620866248985,1.0,0.0,2.0,0.0,2.0,0.0,0.8888888888888888,0.003233194351196289,0.001077890396118164,1,2,2
32,4,4,2,5,5,0.8920634920634921,0.08718813489848828,0.10565784772237143,0.10861325842741203,3.4,0.5070925528371101,3.066666666666667,0.5936168397046636,8.133333333333333,1.5976172734359606,0.8888888888888888,0.009609460830688477,0.0015556812286376953,3,3,7
