model,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_lines_per_partition,number_quantiles_ordinal_columns,balance_instances,balance_instances_seed,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_num_rules,holdout_larger_rule,holdout_sum_literals,holdout_train_time,holdout_pred_time
IMLIB,4.0,1.0,1.0,1.0,32.0,20.0,True,21.0,0.9129746835443038,0.031127510568999057,0.319938071568807,4.0,0.0,1.0,0.0,4.0,0.0,0.9239766081871345,4,1,4,0.1421051025390625,0.009999990463256836
I-IMLIB,,,,,,,,,,,,,,,,,,0.8947368421052632,4,1,4,0.1402132511138916,0.01114797592163086
DI-IMLIB,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0.0
