number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,2,1,5,2,5,0.6472222222222223,0.19128671795398777,0.0016730467478434244,1.3333333333333333,0.48795003647426666,1.0,0.0,1.3333333333333333,0.48795003647426666
32,4,4,5,5,20,0.8777777777777778,0.1319914285603572,0.010198418299357097,1.6,0.5070925528371101,1.2,0.5606119105813882,1.8,0.6761234037828133
8,2,2,5,5,10,0.887962962962963,0.11191015597341523,0.004379113515218099,1.6,0.5070925528371101,1.2666666666666666,0.45773770821706344,1.8666666666666667,0.833809387832792
4,2,1,1,5,20,0.7935185185185186,0.13216529831531873,0.003856499989827474,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
8,2,2,1,5,20,0.7861111111111112,0.1130534592840248,0.00545495351155599,1.3333333333333333,0.48795003647426666,1.6,0.5070925528371101,2.0,1.0
4,3,4,1,5,20,0.7092592592592593,0.2049639348267373,0.01899401346842448,1.9333333333333333,0.7988086367179803,1.4666666666666666,0.7432233529572065,2.4,0.8280786712108251
16,4,1,5,10,5,0.8435185185185186,0.0888496110310253,0.0011850357055664062,1.3333333333333333,0.816496580927726,1.0,0.0,1.3333333333333333,0.816496580927726
32,4,4,2,5,5,0.8768518518518519,0.09461741086378102,0.014013004302978516,1.0666666666666667,0.25819888974716115,2.6666666666666665,0.816496580927726,2.7333333333333334,0.883715101688537
4,3,2,2,1,5,0.5583333333333333,0.32356725297187783,0.0032349109649658205,1.6,0.7367883976130073,1.0,0.0,1.6,0.7367883976130073
32,4,3,10,2,10,0.8203703703703703,0.145333294904773,0.00697021484375,1.5333333333333334,0.7432233529572065,1.0,0.0,1.5333333333333334,0.7432233529572065
8,3,1,10,1,15,0.7351851851851852,0.20225706862975046,0.00253903071085612,1.4,0.5070925528371101,1.0,0.0,1.4,0.5070925528371101
8,3,1,2,5,10,0.8203703703703703,0.13743952761391048,0.0023726622263590493,1.3333333333333333,0.6172133998483675,1.0,0.0,1.3333333333333333,0.6172133998483675
4,2,2,1,5,5,0.7138888888888889,0.2414088206650398,0.0038521448771158856,1.3333333333333333,0.48795003647426666,1.4666666666666666,0.5163977794943222,1.8,0.5606119105813882
