number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
8,3,3,5,10,20,0.8453703703703703,0.08703211175977665,0.010341246922810873,1.6,0.8280786712108251,1.7333333333333334,0.5936168397046636,2.4,1.2421180068162376
4,4,1,5,10,5,0.7398148148148148,0.2106659536634285,0.0032726605733235676,1.5333333333333334,0.6399404734221844,1.0,0.0,1.5333333333333334,0.6399404734221844
4,2,1,10,10,5,0.7037037037037038,0.2827270720955254,0.001770321528116862,1.4666666666666666,0.5163977794943222,1.0,0.0,1.4666666666666666,0.5163977794943222
32,1,2,5,10,5,0.8851851851851852,0.07414018214084532,0.0035823186238606772,1.0,0.0,1.9333333333333333,0.25819888974716115,1.9333333333333333,0.25819888974716115
4,1,4,2,1,10,0.500925925925926,0.289460032687108,0.006428289413452149,1.0,0.0,1.0,0.0,1.0,0.0
4,2,2,5,5,15,0.687037037037037,0.302285289482481,0.0038524627685546874,1.3333333333333333,0.48795003647426666,1.0,0.0,1.3333333333333333,0.48795003647426666
4,3,4,1,10,20,0.7092592592592593,0.2049639348267373,0.020082743962605794,1.9333333333333333,0.7988086367179803,1.4666666666666666,0.7432233529572065,2.4,0.8280786712108251
8,3,3,5,10,10,0.787037037037037,0.14315536919574773,0.0045868873596191405,1.5333333333333334,0.5163977794943222,1.5333333333333334,0.5163977794943222,2.1333333333333333,0.9154754164341269
4,4,3,1,5,5,0.7240740740740741,0.1773887940219506,0.008362309137980143,1.3333333333333333,0.48795003647426666,1.1333333333333333,0.5163977794943222,1.4666666666666666,0.8338093878327919
16,2,3,5,5,20,0.836111111111111,0.1264466552098418,0.004727697372436524,1.2666666666666666,0.45773770821706344,1.1333333333333333,0.3518657752744984,1.4,0.6324555320336759
4,1,3,1,10,15,0.7287037037037037,0.19549508294184423,0.004639863967895508,1.0,0.0,1.0,0.0,1.0,0.0
32,1,1,10,5,10,0.812962962962963,0.12985147305999073,0.0006820996602376302,1.0,0.0,1.0,0.0,1.0,0.0
32,2,4,10,10,5,0.8935185185185186,0.07972800616888696,0.005105145772298177,1.2,0.41403933560541256,1.2666666666666666,0.5936168397046636,1.4666666666666666,0.6399404734221844
16,1,3,2,10,15,0.8592592592592593,0.10444627376536011,0.002681763966878255,1.0,0.0,1.7333333333333334,0.7988086367179803,1.7333333333333334,0.7988086367179803
4,3,1,1,10,10,0.7370370370370372,0.1815044257173022,0.002758948008219401,1.5333333333333334,0.7432233529572065,1.0,0.0,1.5333333333333334,0.7432233529572065
16,1,4,10,1,10,0.8212962962962963,0.15167955446532125,0.0038162867228190103,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,1,10,0.6990740740740741,0.2442384292998438,0.0002826690673828125,1.0,0.0,1.0,0.0,1.0,0.0
32,1,1,5,1,5,0.8351851851851853,0.11330505923897467,0.0003044287363688151,1.0,0.0,1.0,0.0,1.0,0.0
8,4,3,2,10,20,0.787037037037037,0.15382636783181622,0.010152737299601236,1.2,0.41403933560541256,1.3333333333333333,0.6172133998483676,1.5333333333333334,0.7432233529572065
32,3,4,10,2,5,0.8694444444444446,0.1294192359131309,0.0043666998545328775,1.3333333333333333,0.6172133998483675,1.0,0.0,1.3333333333333333,0.6172133998483675
16,2,2,2,1,5,0.7944444444444445,0.1615620399999933,0.0029872258504231772,1.4666666666666666,0.5163977794943222,1.0,0.0,1.4666666666666666,0.5163977794943222
16,2,4,2,1,15,0.837037037037037,0.11767172274062042,0.007051833470662435,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
32,1,2,5,2,15,0.8296296296296296,0.1196457636506751,0.0026767412821451825,1.0,0.0,1.0,0.0,1.0,0.0
16,3,1,5,1,10,0.8472222222222222,0.12344714468493874,0.0009534041086832683,1.1333333333333333,0.35186577527449836,1.0,0.0,1.1333333333333333,0.35186577527449836
4,4,3,2,10,5,0.7240740740740741,0.1773887940219506,0.007666174570719401,1.3333333333333333,0.48795003647426666,1.1333333333333333,0.5163977794943222,1.4666666666666666,0.8338093878327919
4,3,1,2,2,10,0.6648148148148147,0.23120883414199978,0.0024989922841389973,1.5333333333333334,0.6399404734221845,1.0,0.0,1.5333333333333334,0.6399404734221845
4,3,4,2,10,5,0.787962962962963,0.1951141151496453,0.00884561538696289,1.6,0.7367883976130073,1.7333333333333334,0.9611501047232549,2.4,1.4040757000349275
8,2,3,1,2,5,0.8009259259259259,0.1759694321030942,0.004800828297932943,1.5333333333333334,0.5163977794943222,2.066666666666667,0.5936168397046636,2.8,1.1464230084422218
32,2,4,5,2,10,0.8527777777777777,0.12563770314479294,0.005796003341674805,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
4,4,3,10,2,10,0.6361111111111112,0.25745070246074464,0.010338401794433594,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
8,2,1,2,1,15,0.7351851851851852,0.20225706862975046,0.0014921824137369792,1.4,0.5070925528371101,1.0,0.0,1.4,0.5070925528371101
4,4,4,10,10,10,0.673148148148148,0.29857034913126335,0.010123952229817709,1.6,0.6324555320336759,1.4666666666666666,0.5163977794943222,2.1333333333333333,1.1254628677422753
16,3,3,5,10,10,0.8425925925925927,0.15310810849376116,0.005799134572347005,1.3333333333333333,0.48795003647426666,1.4666666666666666,0.5163977794943222,1.8,0.6761234037828133
8,2,2,2,1,15,0.675,0.18198457693822914,0.0033394654591878256,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
8,3,3,5,1,5,0.762962962962963,0.1537188428829089,0.003957891464233398,1.1333333333333333,0.35186577527449836,1.0,0.0,1.1333333333333333,0.35186577527449836
4,1,2,10,10,20,0.5990740740740741,0.26565131323484553,0.0033533891042073567,0.9333333333333333,0.25819888974716115,1.0,0.3779644730092272,1.0,0.3779644730092272
32,1,3,2,1,5,0.8435185185185186,0.10062999670827456,0.0023367722829182942,1.0,0.0,1.0,0.0,1.0,0.0
4,1,1,2,2,10,0.6898148148148148,0.1352363641616114,0.0008551915486653646,1.0,0.0,1.0,0.0,1.0,0.0
32,3,2,2,10,15,0.8935185185185186,0.07972800616888696,0.00560148557027181,1.2666666666666666,0.4577377082170635,1.6666666666666667,0.48795003647426666,1.9333333333333333,0.45773770821706344
32,2,4,2,1,15,0.8453703703703703,0.14920670100149905,0.006895144780476888,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
16,2,3,2,2,15,0.9018518518518519,0.0695369753908096,0.005392916997273763,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
4,2,2,2,5,15,0.762962962962963,0.2079670501419357,0.006216526031494141,1.2666666666666666,0.45773770821706344,1.6,0.5070925528371101,1.9333333333333333,0.7988086367179801
32,3,2,5,1,15,0.8768518518518519,0.13371995313765622,0.003500858942667643,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
4,2,4,5,2,20,0.6722222222222223,0.2914681864349928,0.017902342478434245,1.4,0.5070925528371101,1.0,0.0,1.4,0.5070925528371101
4,2,3,1,10,15,0.7620370370370371,0.19056986232871015,0.007905117670694987,1.6666666666666667,0.48795003647426666,1.0,0.0,1.6666666666666667,0.48795003647426666
