number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,4,3,2,5,10,0.7650793650793649,0.11306987422945976,0.00590049425760905,1.0666666666666667,0.2581988897471611,2.6666666666666665,0.4879500364742666,2.8,0.7745966692414833
8,4,4,2,10,10,0.8380952380952382,0.13201486109666793,0.00601348876953125,1.0666666666666667,0.25819888974716115,3.4,0.6324555320336759,3.6,0.9102589898327995
8,2,1,1,10,10,0.6444444444444444,0.10627641601408584,0.00274806022644043,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
16,2,3,2,5,10,0.8603174603174605,0.1056650413382748,0.004508034388224284,1.4,0.5070925528371101,2.533333333333333,0.5163977794943223,3.3333333333333335,1.1751393027860062
8,4,4,2,2,15,0.6603174603174603,0.14936065741042842,0.01170657475789388,2.0,0.8451542547285166,2.2666666666666666,0.5936168397046637,3.8666666666666667,1.4573295865416045
4,4,1,5,5,5,0.4825396825396826,0.1525792360723545,0.0013707796732584634,1.7333333333333334,0.4577377082170635,1.0,0.0,1.7333333333333334,0.4577377082170635
4,2,3,5,10,15,0.7904761904761906,0.10149513960031707,0.01172027587890625,1.3333333333333333,0.48795003647426666,2.466666666666667,0.5163977794943223,3.066666666666667,0.9611501047232549
4,3,3,5,2,20,0.5365079365079365,0.16736168657247427,0.014610544840494791,1.2666666666666666,0.45773770821706344,1.0,0.0,1.2666666666666666,0.45773770821706344
16,1,4,1,1,15,0.873015873015873,0.0777615791359739,0.003813441594441732,1.0,0.0,2.3333333333333335,0.4879500364742666,2.3333333333333335,0.4879500364742666
4,3,3,10,2,10,0.5015873015873016,0.16185139843531476,0.008857997258504231,1.3333333333333333,0.48795003647426666,1.0,0.0,1.3333333333333333,0.48795003647426666
16,2,3,10,2,20,0.6507936507936508,0.13667658200380622,0.014840269088745117,1.4666666666666666,0.5163977794943222,1.0,0.0,1.4666666666666666,0.5163977794943222
4,3,3,1,1,15,0.565079365079365,0.1995026750505811,0.011823495229085287,1.8666666666666667,0.7432233529572065,1.6,0.50709255283711,2.466666666666667,1.0600988273786194
16,4,3,5,1,5,0.6984126984126983,0.0911835340720322,0.0025888284047444663,1.2,0.41403933560541256,1.0,0.0,1.2,0.41403933560541256
16,4,4,10,1,20,0.653968253968254,0.1634447237893775,0.022478151321411132,1.4666666666666666,0.6399404734221844,1.0,0.0,1.4666666666666666,0.6399404734221844
8,1,1,5,1,15,0.673015873015873,0.1392593052080601,0.0010186195373535155,1.0,0.0,1.0,0.0,1.0,0.0
8,3,3,2,2,5,0.7460317460317459,0.12555889523725283,0.003493499755859375,1.9333333333333333,0.8837151016885368,2.2,0.4140393356054125,3.6666666666666665,1.4474937289114918
32,3,4,1,1,10,0.9111111111111112,0.05653493711472987,0.008092530568440755,1.6666666666666667,0.6172133998483675,2.466666666666667,0.6399404734221844,3.533333333333333,1.3557637102737472
32,2,2,10,10,10,0.9047619047619049,0.09858079419176491,0.0038347244262695312,1.5333333333333334,0.5163977794943222,2.0,0.0,2.8,0.8618916073713347
4,1,3,2,5,20,0.8031746031746032,0.11645707491150623,0.010367425282796223,1.0,0.0,2.7333333333333334,0.4577377082170635,2.7333333333333334,0.4577377082170635
16,4,1,10,2,10,0.6634920634920635,0.13643936473156607,0.0011487960815429687,1.3333333333333333,0.6172133998483675,1.0,0.0,1.3333333333333333,0.6172133998483675
8,3,2,5,1,15,0.6444444444444445,0.13809132843007316,0.006565570831298828,1.4,0.5070925528371101,1.0,0.0,1.4,0.5070925528371101
4,2,2,5,5,5,0.638095238095238,0.15144268962551702,0.00258021354675293,1.6,0.5070925528371101,1.6,0.5070925528371101,2.2666666666666666,0.7988086367179803
32,1,4,2,5,15,0.9301587301587303,0.05048089654183902,0.013213729858398438,1.0,0.0,2.8666666666666667,0.7432233529572065,2.8666666666666667,0.7432233529572065
8,1,1,2,5,10,0.6476190476190476,0.10768945983839397,0.002398681640625,1.0,0.0,1.0,0.0,1.0,0.0
8,4,2,10,2,15,0.6444444444444445,0.13809132843007316,0.00560609499613444,1.4,0.5070925528371101,1.0,0.0,1.4,0.5070925528371101
32,1,3,2,2,10,0.8984126984126984,0.1062764160140859,0.0033608754475911457,1.0,0.0,2.2,0.4140393356054125,2.2,0.4140393356054125
16,4,3,10,10,10,0.8380952380952382,0.1320148610966679,0.003657261530558268,1.8666666666666667,0.7432233529572065,2.066666666666667,0.2581988897471611,3.2666666666666666,1.0997835284835875
4,3,3,2,1,20,0.5365079365079365,0.16736168657247427,0.015769147872924806,1.2666666666666666,0.45773770821706344,1.0,0.0,1.2666666666666666,0.45773770821706344
32,1,4,5,1,15,0.7365079365079364,0.12055732078680283,0.012278318405151367,1.0,0.0,1.1333333333333333,0.35186577527449836,1.1333333333333333,0.35186577527449836
16,2,3,10,2,15,0.6761904761904761,0.10053307864985665,0.009817838668823242,1.3333333333333333,0.48795003647426666,1.0,0.0,1.3333333333333333,0.48795003647426666
16,4,4,5,5,10,0.8888888888888891,0.08938958432846722,0.005136362711588542,1.6,0.828078671210825,2.2666666666666666,0.4577377082170635,3.066666666666667,1.5796322658258455
32,2,1,5,1,10,0.7142857142857141,0.07199323295413851,0.0018968900044759114,1.2666666666666666,0.45773770821706344,1.0,0.0,1.2666666666666666,0.45773770821706344
