max_depth,max_leaf_nodes,number_quantiles_ordinal_columns,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_n_nodes,cv_std_n_nodes,cv_mean_depth,cv_std_depth,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals,holdout_accuracy,holdout_train_time,holdout_pred_time,holdout_n_nodes,holdout_depth,holdout_num_rules,holdout_larger_rule,holdout_sum_literals
1,2,5,0.9277777777777778,0.07427634420622742,0.0001663684844970703,0.000360907415206803,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0,0.0009965896606445312,3,1,2,1,2
1,3,5,0.9277777777777778,0.07427634420622742,0.0009375890096028646,0.0012427480292086623,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0,0.0,3,1,2,1,2
1,4,5,0.9277777777777778,0.07427634420622742,0.0003150463104248047,0.0004828518108791856,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0,0.0,3,1,2,1,2
2,2,5,0.9277777777777778,0.07427634420622742,0.0005035559336344401,0.0005917762343972047,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0,0.0,3,1,2,1,2
3,2,5,0.9277777777777778,0.07427634420622742,0.0002659002939860026,0.0004564224960436126,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0009968280792236328,0.0,3,1,2,1,2
4,2,5,0.9277777777777778,0.07427634420622742,0.0007314999898274739,0.0004939647952112388,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8888888888888888,0.0009965896606445312,0.0,3,1,2,1,2
3,4,15,0.9277777777777778,0.06126423816801185,0.0004156748453776042,0.0005306405756610248,5.933333333333334,1.0327955589886446,2.1333333333333333,0.35186577527449836,3.466666666666667,0.5163977794943223,2.1333333333333333,0.35186577527449836,6.533333333333333,1.7265434778633235,0.8888888888888888,0.0,0.0009968280792236328,7,2,4,2,8
4,4,15,0.9277777777777778,0.06126423816801185,0.0003612677256266276,0.0005390173035489548,5.933333333333334,1.0327955589886446,2.1333333333333333,0.35186577527449836,3.466666666666667,0.5163977794943223,2.1333333333333333,0.35186577527449836,6.533333333333333,1.7265434778633235,0.8888888888888888,0.0,0.0010628700256347656,7,2,4,2,8
3,4,20,0.9194444444444445,0.059205498100184974,0.0004600048065185547,0.0005375570844119406,5.933333333333334,1.0327955589886446,2.1333333333333333,0.35186577527449836,3.466666666666667,0.5163977794943223,2.1333333333333333,0.35186577527449836,6.533333333333333,1.7265434778633235,0.8888888888888888,0.0,0.0,7,2,4,2,8
2,4,15,0.9194444444444445,0.059205498100184974,0.0002948125203450521,0.000516021050320378,5.666666666666667,0.9759000729485332,2.0,0.0,3.3333333333333335,0.4879500364742666,2.0,0.0,6.0,1.4638501094227998,0.8888888888888888,0.0,0.0013797283172607422,7,2,4,2,8
