max_depth,max_leaf_nodes,number_quantiles_ordinal_columns,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_n_nodes,cv_std_n_nodes,cv_mean_depth,cv_std_depth,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,4,5,0.7765680684248041,0.02537656235788023,0.0006086508433024089,0.0005396271612677627,7.0,0.0,2.3333333333333335,0.4879500364742666,4.0,0.0,2.3333333333333335,0.4879500364742666,8.333333333333334,0.48795003647426666
1,2,10,0.7762057495842244,0.025488982260872255,0.000523678461710612,0.0005954674624402636,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,10,0.7762057495842244,0.025488982260872255,0.0005148410797119141,0.0005820064281266517,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,10,0.7762057495842244,0.025488982260872255,0.0002731959025065104,0.00046965585544121464,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,10,0.7762057495842244,0.025488982260872255,0.0003387451171875,0.000496434521896829,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,10,0.7762057495842244,0.025488982260872255,0.0005074024200439453,0.0005745466530040468,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
2,4,10,0.7725726617565535,0.026393800176245787,0.0005401929219563802,0.0005236275489691313,7.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,8.0,0.0
3,2,10,0.7762057495842244,0.025488982260872255,0.0005252202351888021,0.0005990632717494547,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
3,3,10,0.7762057495842244,0.025488982260872255,0.000771188735961914,0.0004982240884801958,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
3,4,10,0.7736655579314168,0.02599133450507753,0.0006310462951660157,0.0005425725486949678,7.0,0.0,2.3333333333333335,0.4879500364742666,4.0,0.0,2.3333333333333335,0.4879500364742666,8.333333333333334,0.48795003647426666
4,2,10,0.7762057495842244,0.025488982260872255,0.0007741451263427734,0.0005288324477587815,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
4,3,10,0.7762057495842244,0.025488982260872255,0.0006475448608398438,0.0004936482116098601,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
4,4,10,0.7736655579314168,0.02599133450507753,0.000774987538655599,0.0006604969478584023,7.0,0.0,2.3333333333333335,0.4879500364742666,4.0,0.0,2.3333333333333335,0.4879500364742666,8.333333333333334,0.48795003647426666
1,2,15,0.7762057495842244,0.025488982260872255,0.00040348370869954425,0.0005117930009874045,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,15,0.7762057495842244,0.025488982260872255,0.0004991849263509114,0.0004989991541499041,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,15,0.7762057495842244,0.025488982260872255,0.0005368709564208985,0.00052020578598313,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,15,0.7762057495842244,0.025488982260872255,0.0007081190745035807,0.00046141194107744243,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,15,0.7747485546844065,0.028315378280018306,0.0006034374237060547,0.0005103919087405641,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
