max_depth,max_leaf_nodes,number_quantiles_ordinal_columns,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_n_nodes,cv_std_n_nodes,cv_mean_depth,cv_std_depth,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
1,2,5,0.9277777777777778,0.07427634420622742,0.0001663684844970703,0.000360907415206803,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,5,0.9277777777777778,0.07427634420622742,0.0009375890096028646,0.0012427480292086623,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,5,0.9277777777777778,0.07427634420622742,0.0003150463104248047,0.0004828518108791856,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,5,0.9277777777777778,0.07427634420622742,0.0005035559336344401,0.0005917762343972047,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,5,0.8694444444444446,0.08574551165489325,0.0002658843994140625,0.0004563950848819811,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
2,4,5,0.8694444444444446,0.08574551165489325,0.000332180658976237,0.00048626269733046166,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
3,2,5,0.9277777777777778,0.07427634420622742,0.0002659002939860026,0.0004564224960436126,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
3,3,5,0.8694444444444446,0.08574551165489325,0.0006978352864583333,0.0004534920362689294,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
3,4,5,0.8861111111111112,0.08516505398197718,0.00045986175537109374,0.00053731177343377,6.866666666666666,0.5163977794943222,2.933333333333333,0.2581988897471611,3.933333333333333,0.2581988897471611,2.933333333333333,0.2581988897471611,8.733333333333333,1.0327955589886444
4,2,5,0.9277777777777778,0.07427634420622742,0.0007314999898274739,0.0004939647952112388,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
4,3,5,0.8694444444444446,0.08574551165489325,0.00019933382670084637,0.00041266023897344007,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
4,4,5,0.8861111111111112,0.08516505398197718,0.0004965941111246745,0.000558741498460958,6.866666666666666,0.5163977794943222,2.933333333333333,0.2581988897471611,3.933333333333333,0.2581988897471611,2.933333333333333,0.2581988897471611,8.733333333333333,1.0327955589886444
1,2,10,0.912037037037037,0.06937827535419766,0.00026578903198242186,0.0004562312739311355,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,10,0.912037037037037,0.06937827535419766,0.0005472024281819661,0.0006247234014181014,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,10,0.912037037037037,0.06937827535419766,0.00031531651814778645,0.0005524168757942554,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,10,0.912037037037037,0.06937827535419766,0.00029954910278320315,0.000527346363954824,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,10,0.912037037037037,0.06937827535419766,0.0005239804585774739,0.0005953909912148792,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
2,4,10,0.912037037037037,0.06937827535419766,0.0005315144856770834,0.000514636703602906,5.666666666666667,0.9759000729485332,2.0,0.0,3.3333333333333335,0.4879500364742666,2.0,0.0,6.0,1.4638501094227998
3,2,10,0.912037037037037,0.06937827535419766,0.00046863555908203123,0.0006135984494773451,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
3,3,10,0.912037037037037,0.06937827535419766,0.0003322919209798177,0.0004864256600435813,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
