max_depth,max_leaf_nodes,number_quantiles_ordinal_columns,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_n_nodes,cv_std_n_nodes,cv_mean_depth,cv_std_depth,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
1,2,5,0.8353741496598638,0.043269339893004875,0.00035883585611979165,0.0005338962304597001,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,5,0.8353741496598638,0.043269339893004875,0.0005601723988850911,0.0005513608010302184,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,5,0.8353741496598638,0.043269339893004875,0.0005315462748209635,0.0005146674892249691,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,5,0.8353741496598638,0.043269339893004875,0.0007932186126708984,0.0006411757321720466,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,5,0.8857142857142859,0.04349791697156448,0.0006266911824544271,0.0005390017664217755,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
2,4,5,0.8857142857142859,0.04349791697156448,0.0006911754608154297,0.0005159223017542828,6.6,0.828078671210825,2.0,0.0,3.8,0.4140393356054125,2.0,0.0,7.4,1.2421180068162376
3,2,5,0.8353741496598638,0.043269339893004875,0.0006621678670247396,0.0005745699764862958,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
3,3,5,0.8857142857142859,0.04349791697156448,0.00044110616048177086,0.0005677944619427994,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
3,4,5,0.8884353741496599,0.03998174947087572,0.0008028189341227214,0.0005241296478548875,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,9.0,0.0
4,2,5,0.8353741496598638,0.043269339893004875,0.0007075786590576172,0.0006178279922662064,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
4,3,5,0.8857142857142859,0.04349791697156448,0.000560919443766276,0.000637713225240668,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
4,4,5,0.8884353741496599,0.03998174947087572,0.0005750179290771485,0.0005665323570752962,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,9.0,0.0
1,2,10,0.838095238095238,0.04042573068865408,0.000982840855916341,0.000301651592950955,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,3,10,0.838095238095238,0.04042573068865408,0.00043244361877441405,0.0005619028516111565,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
1,4,10,0.838095238095238,0.04042573068865408,0.0006505489349365234,0.0005635687272789306,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,2,10,0.838095238095238,0.04042573068865408,0.001010910669962565,0.0004231670769556524,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
2,3,10,0.8408163265306122,0.03379912943717652,0.0009613196055094401,0.00042761243556481844,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
2,4,10,0.8408163265306122,0.03379912943717652,0.0010605335235595703,0.0004930802480962646,6.466666666666667,0.915475416434127,2.0,0.0,3.7333333333333334,0.4577377082170635,2.0,0.0,7.2,1.3732131246511905
3,2,10,0.838095238095238,0.04042573068865408,0.000667111078898112,0.0005122900772926126,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
3,3,10,0.8408163265306122,0.03379912943717652,0.0012037118275960287,0.0005870424532269367,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
3,4,10,0.8571428571428571,0.035347975664670954,0.001118612289428711,0.00046866371336481765,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,9.0,0.0
4,2,10,0.838095238095238,0.04042573068865408,0.0009244283040364584,0.000559297825320688,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
4,3,10,0.8408163265306122,0.03379912943717652,0.001223913828531901,0.0004701556853247619,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0
